,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
07/02,277.056,270.622,284.389,281.833,277.489,287.236,276.278,288.467,296.133,283.811,291.978,287.433,282.478,295.733,307.533,265.833
07/03,290.589,286.133,279.522,287.111,280.189,273.233,287.236,287.236,287.236,292.1,296.644,287.236,283.578,302.1,297.944,271.7
07/04,281.867,283.467,290.078,285.5,287.236,277.0,295.133,284.0,293.1,293.567,293.856,284.233,272.567,298.4,287.236,282.444
07/05,282.422,279.911,287.236,280.944,289.133,286.411,287.236,294.167,307.311,290.156,293.422,296.244,287.236,299.933,289.033,330.267
07/06,279.133,286.956,279.133,276.067,275.711,281.578,301.8,288.967,310.5,287.236,299.733,283.856,284.833,299.211,287.236,284.833
07/07,284.011,288.122,285.3,271.1,274.611,287.236,284.644,297.344,283.267,286.667,288.4,284.567,285.389,296.533,284.9,287.236
07/08,285.444,294.456,280.544,272.456,277.343,275.578,267.789,287.236,273.122,287.236,288.7,271.889,279.622,287.236,302.356,281.267
07/09,277.756,290.244,287.022,263.15,276.4,268.733,297.567,302.133,281.956,300.3,287.236,292.267,288.933,290.1,289.978,282.789
07/10,290.733,280.844,279.589,288.0,287.236,287.978,287.236,305.567,287.236,291.778,292.333,287.0,288.911,289.289,285.667,278.8
07/11,282.833,279.422,290.011,292.378,275.15,287.236,287.811,285.689,298.2,280.689,300.556,284.033,281.033,288.089,287.236,292.822
07/12,289.356,282.867,284.133,296.367,291.944,282.767,287.236,294.656,292.167,291.689,298.533,287.236,278.1,295.567,286.733,267.811
07/13,276.7,292.711,278.533,287.222,292.7,282.233,272.544,281.578,285.056,287.236,297.478,281.6,284.689,297.2,290.967,274.967
07/14,281.267,294.956,284.578,286.367,292.478,288.233,287.236,303.356,298.656,293.167,286.822,287.236,287.236,299.411,277.944,287.236
07/15,275.3,297.022,310.3,284.633,287.236,285.378,286.667,293.033,298.778,297.967,280.556,280.4,286.567,306.733,299.422,281.3
07/16,271.556,283.822,287.289,286.378,290.4,296.4,287.236,294.922,302.644,290.278,287.236,291.133,279.511,304.144,281.3,275.244
07/17,283.622,302.5,283.611,290.811,290.444,297.233,287.236,287.236,287.567,282.978,296.167,280.044,289.7,287.236,294.789,274.478
07/18,290.789,287.236,293.344,286.722,281.522,287.236,290.067,288.5,290.411,279.822,286.267,281.233,292.756,290.967,326.3,283.944
07/19,286.022,287.622,272.878,290.4,288.189,287.0,287.236,292.7,287.236,290.956,289.733,287.236,281.389,287.236,299.622,278.256
07/20,267.433,301.0,275.011,287.486,287.236,282.189,290.433,288.633,280.2,291.267,296.433,287.167,289.233,291.4,287.236,287.878
07/21,276.178,296.789,275.022,286.722,294.878,282.144,287.236,286.789,287.236,286.867,286.444,286.622,287.236,292.911,290.4,324.567
07/22,283.222,308.578,300.556,284.344,284.789,277.833,288.333,286.811,271.433,287.236,305.011,280.522,286.567,297.656,294.933,287.489
07/23,292.078,298.411,297.211,284.633,292.267,287.236,280.867,295.367,290.133,289.4,297.667,283.367,293.856,290.344,289.9,287.236
07/24,269.178,299.978,287.667,287.236,282.071,295.778,289.956,287.236,289.556,295.867,299.656,278.156,276.389,287.236,298.056,279.833
07/25,267.7,268.956,292.5,260.0,282.533,271.967,291.367,288.267,294.0,286.167,287.236,300.178,289.989,295.967,286.689,278.333
07/26,280.933,279.789,282.633,284.944,289.311,277.656,287.236,300.8,287.236,287.456,282.467,296.333,277.822,287.489,288.933,277.133
07/27,272.856,277.8,288.189,280.633,286.55,287.236,299.833,279.556,288.167,289.544,287.236,287.811,285.433,278.8,287.236,267.622
07/28,289.222,276.956,285.911,286.522,279.2,285.067,287.236,290.967,287.478,291.489,283.3,287.236,278.733,288.222,283.633,269.922
07/29,279.689,291.433,288.3,282.2,288.633,287.236,272.556,285.9,286.878,287.236,292.489,279.067,293.111,286.922,274.033,283.133
07/30,284.978,294.144,283.0,286.833,293.478,293.0,287.236,289.478,297.9,299.667,295.044,287.567,287.236,297.089,275.333,287.236
07/31,287.236,308.856,295.7,282.867,287.236,293.333,283.1,292.533,293.944,287.678,297.144,275.767,284.2,329.633,284.878,273.833
08/01,281.022,293.744,284.344,281.344,284.567,283.967,281.7,290.811,297.8,276.356,284.181,286.011,284.181,292.167,280.5,273.722
08/02,286.511,290.822,276.389,295.089,275.522,292.144,284.181,284.181,296.4,288.4,298.167,283.789,285.5,284.181,293.156,271.6
08/03,287.4,280.133,289.522,284.378,279.878,284.181,289.0,286.3,293.733,280.933,297.389,280.633,283.178,288.067,307.5,274.478
08/04,294.767,278.244,282.211,290.444,284.622,285.667,284.181,284.181,284.181,296.811,283.922,284.181,267.344,306.178,290.5,279.956
08/05,285.089,293.356,277.978,289.838,284.181,280.167,287.711,291.433,291.367,291.567,293.744,290.367,277.3,293.667,284.181,284.478
08/06,290.433,289.422,284.181,288.222,284.867,284.811,284.181,295.211,295.411,288.689,280.9,273.989,284.181,296.344,287.667,324.567
08/07,285.2,295.2,278.6,282.189,276.189,295.9,288.2,293.133,282.133,284.181,294.456,266.144,284.8,289.489,284.181,277.267
08/08,281.011,278.322,285.133,282.233,284.678,284.181,285.144,302.978,293.956,285.733,301.567,279.333,280.967,284.967,278.133,284.181
08/09,283.322,286.744,285.011,286.767,276.286,291.167,267.8,284.181,290.978,284.181,289.411,270.3,285.344,284.181,287.0,282.6
08/10,285.578,288.256,295.078,284.181,271.867,274.033,280.556,284.3,279.867,284.15,284.181,289.733,282.978,295.467,285.889,275.178
08/11,287.0,284.456,289.733,285.856,284.181,289.389,284.181,277.756,284.181,290.633,284.767,285.5,268.167,295.278,279.5,279.5
08/12,283.411,292.267,297.289,287.4,283.9,284.181,289.0,275.456,288.1,279.022,293.078,291.189,285.833,290.533,284.181,278.856
08/13,283.8,286.444,294.5,285.767,289.222,288.633,284.181,280.644,275.411,287.567,283.867,284.181,287.667,288.778,284.333,269.533
08/14,274.589,289.356,287.978,277.022,290.8,285.467,281.0,273.978,278.267,284.181,290.511,273.9,281.689,287.044,281.078,276.767
08/15,282.5,289.078,291.867,283.833,286.667,284.667,284.181,286.711,280.033,287.3,280.211,284.181,284.181,294.633,281.689,284.181
08/16,285.933,299.878,283.9,277.967,284.181,284.511,282.633,287.367,277.856,295.575,288.044,275.0,286.867,317.65,288.133,276.133
08/17,281.256,284.822,279.444,275.244,291.233,284.0,284.181,284.678,292.2,289.211,284.181,280.578,276.833,296.222,285.089,272.989
08/18,282.322,290.878,279.778,282.478,287.067,285.978,284.181,284.181,298.767,289.333,302.167,269.789,267.033,284.181,295.167,271.789
08/19,281.133,284.181,286.3,282.644,275.433,284.181,276.8,276.833,295.811,276.622,302.813,278.567,278.767,281.8,333.467,287.056
08/20,284.078,283.867,277.067,281.844,286.222,283.533,284.181,282.389,284.181,295.878,283.067,284.181,275.144,284.181,291.644,272.678
08/21,278.222,292.6,285.544,280.233,284.181,268.789,278.822,276.867,291.167,295.533,291.289,285.4,284.181,288.133,284.181,281.189
08/22,278.422,281.733,274.6,286.556,285.144,283.356,284.181,281.978,284.181,288.333,286.722,284.933,284.181,287.278,284.533,321.7
08/23,272.022,296.0,282.067,276.733,272.778,285.133,287.533,266.189,292.7,284.181,297.511,273.278,285.4,294.822,284.733,278.7
08/24,279.522,279.256,281.889,278.733,285.1,284.181,278.533,284.767,291.056,285.667,297.633,276.189,277.6,294.767,277.567,284.181
08/25,274.744,291.289,281.278,284.181,284.181,286.156,286.111,284.181,282.733,290.033,286.289,280.456,268.033,284.181,277.133,280.767
08/26,278.6,283.767,286.178,284.181,277.8,293.233,292.833,280.0,269.9,282.733,284.181,287.844,273.056,286.4,276.911,267.278
08/27,283.122,279.189,279.644,276.433,289.956,288.033,284.181,277.7,284.181,279.256,282.0,293.667,279.867,284.067,271.733,262.6
08/28,280.478,277.489,282.867,268.011,282.033,284.181,287.889,279.367,284.867,275.656,284.181,281.433,282.344,287.067,284.181,274.778
08/29,277.744,273.067,272.089,281.333,281.922,277.633,284.181,289.878,292.267,275.889,285.967,284.181,297.033,289.867,276.333,272.322
08/30,268.567,279.111,284.322,270.911,272.0,284.181,280.678,274.167,277.3,284.181,288.889,278.5,281.967,280.322,275.722,271.067
08/31,279.189,278.4,279.944,276.667,269.767,279.167,284.181,281.967,289.422,287.667,279.244,283.178,284.181,301.744,265.489,284.181
09/01,271.108,289.844,288.1,268.467,271.108,283.367,273.4,276.133,282.867,266.3,274.667,276.933,272.167,302.133,272.433,270.933
09/02,263.722,268.378,273.9,265.667,278.433,269.967,271.467,275.633,290.322,283.322,271.108,276.511,271.108,292.289,288.322,282.644
09/03,278.889,278.644,264.656,277.711,271.456,275.4,271.108,271.108,285.567,274.144,283.533,268.411,268.6,271.108,267.911,268.9
09/04,277.956,272.089,275.467,275.7,276.244,271.108,292.267,280.0,286.456,278.622,278.122,265.2,281.356,271.667,279.967,269.2
09/05,284.344,277.9,267.4,272.711,267.633,284.533,271.108,271.108,271.108,278.567,265.444,271.108,267.389,278.5,272.7,264.322
09/06,279.822,283.656,280.122,268.344,271.108,259.656,272.867,277.0,277.567,286.367,266.144,273.7,276.1,281.667,271.108,262.178
09/07,281.944,275.333,271.108,269.922,271.656,274.5,271.108,282.644,282.856,279.567,269.722,271.056,271.108,276.7,281.433,306.2
09/08,284.022,279.089,278.567,264.967,260.9,275.667,274.633,276.944,274.467,271.108,276.233,267.789,269.333,265.489,271.108,269.433
09/09,284.522,265.133,267.378,271.3,266.544,271.108,268.667,282.8,282.9,276.767,280.667,268.789,260.833,274.5,265.633,271.108
09/10,283.989,275.2,277.967,271.1,271.108,277.922,278.333,271.108,274.078,271.108,274.789,276.689,265.767,271.108,276.056,270.767
09/11,270.567,274.867,284.956,271.108,276.067,271.108,274.089,285.0,271.256,267.8,271.108,282.867,270.9,273.3,269.911,266.456
09/12,272.522,278.711,283.911,264.367,271.108,274.156,271.108,271.722,271.108,274.522,274.6,287.833,274.478,262.2,275.7,269.767
09/13,248.922,279.089,280.956,255.922,267.7,271.108,280.567,268.378,276.767,271.211,276.367,280.822,282.111,260.822,271.108,276.711
09/14,267.322,271.689,277.622,268.989,270.867,270.5,271.108,280.2,268.022,275.078,272.2,271.108,276.933,266.311,276.633,266.167
09/15,260.4,265.111,278.811,261.778,276.367,274.789,274.522,274.289,278.256,271.108,269.289,266.067,270.822,276.944,263.789,273.233
09/16,272.467,262.989,275.778,271.867,273.967,278.867,271.108,275.178,261.578,273.067,261.844,271.108,271.108,271.822,253.556,271.108
09/17,267.133,277.478,281.6,271.656,271.108,266.622,269.767,272.233,261.878,246.6,256.3,265.133,254.767,297.5,263.189,269.533
09/18,268.233,260.511,276.756,271.444,269.2,262.4,271.108,275.644,265.578,264.356,271.108,270.322,262.311,277.156,264.044,271.878
09/19,264.633,264.722,275.267,273.322,263.456,258.922,271.108,271.108,261.467,265.656,271.133,266.378,263.767,271.108,267.611,268.089
09/20,268.589,271.108,286.178,278.278,262.489,271.108,278.1,266.567,271.078,271.544,273.978,255.5,272.122,266.267,313.133,258.311
09/21,273.167,269.211,271.567,277.356,281.678,267.467,271.108,279.056,271.108,267.456,264.889,271.108,258.711,271.108,263.567,260.833
09/22,265.356,274.533,275.122,272.267,271.108,259.222,273.078,283.033,268.0,249.433,273.267,275.767,258.067,260.8,271.108,263.556
09/23,270.9,266.256,273.733,274.189,266.444,262.9,271.108,269.122,271.108,269.9,265.022,256.7,271.108,259.978,257.233,322.4
09/24,269.156,269.6,279.422,260.378,261.211,275.089,270.767,274.833,271.85,271.108,264.389,256.511,264.5,252.767,271.0,264.389
09/25,260.9,273.089,265.511,266.933,268.556,271.108,258.567,275.756,273.178,269.9,271.108,254.989,271.108,269.7,257.7,271.108
09/26,253.733,278.067,266.078,271.108,271.108,275.633,266.289,271.108,263.389,275.922,282.4,271.108,253.722,271.108,266.744,265.9
09/27,255.378,267.211,260.344,271.108,260.967,266.767,269.644,267.7,255.989,271.108,271.108,265.633,267.333,265.967,271.108,270.378
09/28,260.611,269.4,266.544,271.108,265.156,269.356,271.108,259.644,271.108,279.511,277.567,271.108,271.108,271.108,259.089,271.108
09/29,259.811,268.011,261.356,271.108,253.167,271.108,284.478,256.367,265.267,271.108,271.108,263.656,261.922,272.556,271.108,262.633
09/30,263.744,258.911,257.956,271.108,256.0,261.067,271.108,258.456,260.478,279.422,271.108,271.108,271.108,266.689,254.633,271.108
10/01,258.6,268.422,263.278,257.922,259.633,260.191,275.644,267.4,262.544,260.191,267.478,247.6,261.689,260.191,260.191,264.489
10/02,264.022,268.811,259.0,271.8,265.567,275.667,260.191,292.878,259.456,276.5,260.191,243.178,260.191,265.144,256.044,260.191
10/03,260.191,278.578,265.833,268.667,260.191,272.144,258.367,285.267,260.656,260.191,266.733,260.191,259.233,260.191,266.189,266.7
10/04,262.8,267.367,261.878,267.7,264.467,264.1,254.989,278.822,269.322,266.244,260.191,259.022,260.191,271.611,260.191,260.191
10/05,266.267,275.522,263.978,272.244,255.844,265.444,260.191,260.191,272.333,262.822,262.433,260.191,260.191,260.191,261.278,272.944
10/06,263.489,278.311,281.144,271.167,264.656,260.191,261.967,265.2,267.978,260.191,260.191,262.622,267.5,262.967,260.191,263.378
10/07,272.278,273.167,267.711,267.056,260.356,270.4,260.191,260.191,260.191,275.867,249.433,260.191,260.191,272.456,264.844,260.191
10/08,261.133,266.833,271.644,264.678,260.191,256.678,268.456,261.667,267.767,260.191,267.933,264.567,265.522,260.191,260.191,264.222
10/09,268.956,258.811,260.191,266.267,258.0,262.533,260.191,262.222,261.267,259.878,260.191,260.191,260.191,262.789,257.267,260.191
10/10,260.367,259.511,269.244,260.4,252.183,262.511,263.333,242.356,267.8,260.191,271.689,260.467,264.867,260.191,260.191,255.044
10/11,261.656,251.778,265.956,257.333,251.333,260.191,246.688,239.933,254.3,263.2,260.191,254.1,260.191,252.4,260.191,260.191
10/12,262.133,258.478,266.233,259.233,240.75,264.944,265.711,260.191,260.191,260.191,271.956,260.191,260.191,260.191,259.511,261.833
10/13,271.922,260.756,267.411,260.191,241.767,260.191,260.733,248.167,255.778,260.191,260.191,250.811,260.191,253.533,260.191,266.411
10/14,275.911,259.367,257.811,256.644,260.191,262.467,260.191,236.811,260.191,262.4,266.167,260.191,260.191,260.191,248.467,260.191
10/15,269.633,244.722,258.389,263.533,260.191,260.191,266.333,245.589,264.367,260.191,262.4,247.856,274.678,257.022,260.191,262.756
10/16,273.7,251.311,247.889,271.022,255.3,262.1,260.191,252.044,260.844,248.956,260.191,260.191,260.191,253.044,260.133,260.191
10/17,254.767,242.344,254.589,272.343,260.191,266.744,256.067,247.689,266.911,260.191,267.9,241.7,264.078,260.191,260.191,254.0
10/18,265.933,241.356,253.922,262.867,251.733,260.191,260.191,245.922,265.522,267.067,260.191,260.191,260.191,252.222,252.144,260.191
10/19,258.889,247.556,268.1,262.156,260.191,257.633,256.4,260.191,259.156,260.191,245.689,260.191,258.867,260.191,255.989,257.333
10/20,259.233,254.044,259.178,262.467,237.2,260.191,260.191,236.833,260.767,269.756,260.191,258.978,263.122,248.189,260.191,260.191
10/21,255.333,257.811,258.067,261.7,231.344,255.178,260.191,260.191,260.191,272.789,260.0,260.191,260.191,260.191,252.067,254.778
10/22,252.011,260.191,263.689,256.7,236.389,260.191,262.378,236.467,257.267,260.191,260.191,249.6,274.356,245.9,260.191,262.556
10/23,254.311,272.422,253.022,258.6,251.4,257.7,260.191,249.133,260.191,260.191,251.378,260.191,260.191,260.191,251.3,260.191
10/24,257.511,259.267,271.478,259.222,260.191,246.463,268.267,245.5,265.833,260.191,242.267,245.833,264.556,260.191,260.191,257.178
10/25,268.7,261.644,260.967,263.5,274.644,256.789,260.191,246.7,260.191,261.0,260.191,260.191,260.191,243.567,256.933,260.191
10/26,268.767,259.522,265.033,250.011,260.191,247.922,261.0,260.191,256.433,260.191,258.044,239.0,271.667,260.191,255.133,253.5
10/27,270.133,252.767,258.4,256.567,264.767,260.191,257.05,247.356,252.0,266.733,260.191,257.944,260.191,264.767,260.191,260.191
10/28,258.956,265.3,256.222,260.191,250.35,255.311,257.189,260.191,260.191,271.411,252.767,260.191,272.733,260.191,259.622,250.367
10/29,260.411,261.644,264.578,260.191,253.233,260.191,261.178,262.6,244.411,260.191,260.191,267.411,275.633,256.0,260.191,255.278
10/30,252.989,259.056,257.744,265.567,250.956,251.967,260.191,266.875,260.191,276.178,262.433,260.191,260.191,260.191,243.3,260.191
10/31,252.589,252.611,256.667,254.567,260.191,260.191,271.411,263.211,249.7,260.191,260.191,266.544,262.267,250.211,260.191,256.589
11/01,261.089,253.467,256.111,266.1,262.111,258.9,254.882,266.822,244.278,265.389,254.882,260.191,254.882,256.956,257.133,260.191
11/02,248.556,253.222,259.044,254.457,254.882,254.882,254.978,267.478,255.011,254.882,256.978,256.367,262.411,254.882,254.882,252.456
11/03,250.722,255.433,256.7,266.8,271.967,254.882,254.882,266.422,247.711,257.167,254.882,254.4,254.882,272.611,256.244,254.882
11/04,254.882,256.044,255.433,268.244,254.882,261.411,263.767,254.882,245.467,254.882,251.211,254.882,257.333,254.882,253.378,250.567
11/05,256.211,245.967,246.678,273.2,271.333,254.882,261.322,252.978,249.733,255.222,254.882,249.8,254.882,259.622,254.882,254.882
11/06,260.333,258.356,243.678,260.267,273.011,270.7,254.882,254.882,254.882,256.789,249.9,254.882,254.882,254.882,249.211,254.867
11/07,261.667,273.689,253.867,262.067,267.933,254.882,260.111,259.667,245.011,254.882,254.882,235.844,252.533,249.767,254.882,248.778
11/08,260.744,273.844,254.422,260.067,264.711,257.4,254.882,254.882,254.882,276.967,253.956,254.882,254.882,247.611,243.989,254.882
11/09,250.167,248.278,261.278,267.456,254.882,238.922,259.322,259.3,243.667,254.882,247.322,254.0,252.389,254.882,254.882,249.889
11/10,257.933,250.156,254.882,260.278,265.522,250.8,254.882,245.167,248.956,264.222,254.882,254.882,254.882,250.256,257.267,254.882
11/11,243.7,251.544,262.789,253.667,254.882,241.822,261.533,254.882,263.85,254.882,250.133,266.978,255.567,254.882,254.882,243.911
11/12,256.378,248.833,253.267,256.033,247.867,254.882,260.6,245.933,257.633,261.5,254.882,257.311,254.882,242.867,254.882,254.882
11/13,248.333,252.689,251.022,262.844,236.75,237.1,258.122,254.882,254.882,254.882,247.156,254.882,251.078,254.882,265.8,239.5
11/14,256.222,254.033,256.7,254.882,250.0,254.882,257.256,257.7,259.711,254.882,254.882,255.578,245.233,267.3,254.882,244.156
11/15,256.378,249.867,259.267,260.989,254.882,236.544,254.882,239.278,254.882,269.622,239.933,254.882,254.882,254.882,260.944,254.882
11/16,255.144,263.522,258.422,252.9,254.882,254.882,247.8,242.056,264.567,254.882,240.511,271.244,252.033,256.544,254.882,254.644
11/17,251.089,269.178,258.167,247.589,258.0,250.933,254.882,244.189,248.85,267.333,254.882,254.882,254.882,258.8,250.933,254.882
11/18,248.233,272.422,261.9,240.838,254.882,247.6,257.656,250.411,252.244,254.882,248.711,265.067,261.667,254.882,254.882,249.856
11/19,254.311,264.111,255.133,249.767,257.544,254.882,254.882,246.456,256.544,276.733,254.882,254.882,254.882,258.9,252.089,254.882
11/20,257.0,267.778,247.55,245.878,254.882,260.789,257.033,254.882,260.833,254.882,225.922,254.882,268.733,254.882,242.633,243.467
11/21,256.289,249.967,259.233,254.1,252.3,254.882,254.882,243.111,260.889,278.089,254.882,244.378,271.911,260.078,254.882,254.882
11/22,259.167,257.4,262.767,252.733,260.522,252.744,254.882,254.882,254.882,280.578,261.067,254.882,254.882,254.882,246.533,248.456
11/23,253.889,254.882,263.344,262.811,258.122,254.882,243.822,250.233,247.556,254.882,254.882,241.211,281.3,250.967,254.882,250.567
11/24,270.889,251.622,252.833,257.056,244.511,259.567,254.882,258.844,254.882,272.633,260.422,254.882,254.882,254.882,252.911,254.882
11/25,266.2,239.9,251.289,249.95,254.882,247.644,256.333,262.633,262.5,254.882,255.778,247.633,249.844,254.882,254.882,250.544
11/26,265.689,241.044,244.811,258.689,260.411,254.367,254.882,249.933,254.882,266.522,254.882,254.882,254.882,250.222,258.033,254.882
11/27,251.678,248.322,252.733,251.567,254.882,250.778,264.333,254.882,254.65,254.882,253.256,236.522,256.533,254.882,245.122,256.178
11/28,254.667,243.056,233.111,255.6,256.056,254.882,261.2,250.311,258.822,261.033,254.882,234.556,254.882,252.9,254.882,254.882
11/29,252.511,244.367,242.844,254.882,254.882,237.433,254.278,254.882,254.882,258.333,238.667,254.882,250.311,254.882,225.922,265.533
11/30,253.267,240.856,238.578,262.9,257.533,254.882,258.189,262.167,244.744,254.882,254.882,255.222,258.0,242.8,254.882,265.289
12/01,256.678,240.811,235.244,268.067,261.044,256.556,253.601,260.389,253.601,260.878,250.067,254.882,253.601,253.601,223.122,254.882
12/02,255.389,235.178,231.311,269.8,253.601,253.601,255.578,254.456,249.7,253.601,253.601,251.5,263.022,229.878,253.601,277.433
12/03,259.222,239.467,235.478,270.278,277.878,257.533,253.601,247.011,243.738,245.289,253.601,253.601,253.601,224.956,243.433,253.601
12/04,246.667,238.422,269.344,265.133,253.601,253.601,243.822,250.9,259.322,253.601,267.411,244.333,259.267,253.601,253.601,272.433
12/05,251.067,249.989,265.044,257.9,273.178,253.601,253.601,261.711,252.3,264.1,253.601,243.911,253.601,231.244,246.333,253.601
12/06,253.601,264.544,262.0,241.1,253.601,266.644,241.133,253.601,253.856,253.601,239.744,253.601,254.367,253.601,246.722,265.6
12/07,260.811,269.8,256.367,248.656,259.233,253.601,256.478,255.967,244.078,253.744,253.601,242.267,253.601,230.644,253.601,253.601
12/08,260.8,281.833,249.089,250.033,254.789,283.078,253.601,253.601,253.601,255.7,258.7,253.601,253.601,253.601,253.122,272.111
12/09,261.7,262.056,248.533,254.844,263.878,253.601,269.789,239.1,245.956,253.601,253.601,238.222,272.389,235.733,253.601,270.622
12/10,261.844,257.189,238.6,247.122,254.344,276.8,253.601,253.601,253.601,267.178,252.222,253.601,253.601,237.678,252.822,253.601
12/11,258.444,258.433,241.467,253.601,253.601,275.525,275.233,250.733,246.5,253.601,251.1,257.6,238.644,253.601,253.601,265.2
12/12,269.9,258.9,253.601,261.056,245.644,279.2,253.601,249.0,243.078,264.222,253.601,253.601,253.601,236.467,264.4,253.601
12/13,259.456,259.4,239.644,253.189,253.601,268.544,260.333,253.601,245.9,253.601,250.967,248.044,256.133,253.601,248.122,257.944
12/14,259.633,264.667,227.7,249.433,227.122,253.601,256.611,220.956,248.022,264.767,253.601,231.922,253.601,258.633,253.601,253.601
12/15,252.956,257.1,243.633,249.289,253.601,275.4,254.456,253.601,253.601,253.601,235.622,253.601,263.9,253.601,256.878,274.867
12/16,268.678,247.222,248.733,253.767,238.1,253.601,254.256,227.967,257.722,253.601,253.601,247.889,250.511,245.8,253.601,274.944
12/17,268.156,246.978,238.533,245.444,253.601,267.222,253.601,228.511,253.601,242.722,241.333,253.601,253.601,253.601,251.622,253.601
12/18,256.022,244.056,243.944,236.511,253.601,253.601,259.367,254.856,262.8,253.601,250.056,239.111,251.456,252.678,253.601,284.489
12/19,257.389,245.478,253.601,225.356,263.044,249.433,253.601,246.456,244.789,254.589,253.601,253.601,253.601,249.644,246.6,253.601
12/20,255.856,245.778,250.933,226.433,253.601,245.456,261.233,249.522,261.444,253.601,243.044,243.533,257.478,253.601,253.601,258.511
12/21,262.333,255.533,247.389,244.467,262.322,253.601,253.601,250.267,246.211,277.267,253.601,253.601,253.601,249.333,267.5,253.601
12/22,263.567,259.533,253.601,249.256,253.601,239.611,252.233,253.601,263.9,253.601,272.289,253.601,266.633,253.601,252.778,263.233
12/23,284.056,255.8,258.644,254.567,262.6,253.601,253.601,244.956,254.911,262.933,253.601,255.489,244.3,238.667,253.601,253.601
12/24,275.989,258.633,262.622,254.633,265.189,240.433,233.5,253.601,253.601,251.811,254.1,253.601,253.601,253.601,254.567,249.867
12/25,276.578,253.601,269.222,266.211,268.933,253.601,238.378,239.467,248.422,253.601,253.601,243.844,250.622,224.667,253.601,255.2
12/26,263.511,265.4,260.4,257.289,265.9,261.133,230.111,256.544,253.601,240.522,266.544,253.601,253.601,253.601,244.978,253.601
12/27,251.889,257.144,264.133,253.601,253.601,256.143,232.389,256.933,264.233,253.601,257.011,245.433,236.578,253.601,253.601,261.144
12/28,268.711,256.367,252.789,256.222,261.667,267.644,253.601,252.444,253.601,245.078,253.601,253.601,253.601,229.733,260.4,253.601
12/29,258.789,265.1,260.278,245.444,253.601,286.078,256.4,253.601,250.7,253.601,256.711,229.656,254.2,253.601,260.444,252.911
12/30,262.9,251.111,259.822,235.433,258.156,253.601,263.65,245.289,246.4,251.767,253.601,226.733,253.601,212.111,253.601,253.601
12/31,260.444,261.889,244.0,239.75,253.601,268.622,261.578,242.2,253.601,257.022,245.189,241.844,288.378,253.601,252.511,278.1